key,name,subject_type,title,edition_count,subject,authors
/subjects/picture_books,picture books,subject,Your world: let's take a bus trip,2,"Buses,Juvenile literature,Picture books",Billy N. Pope
/subjects/picture_books,picture books,subject,Your world: let's go to the supermarket,2,"Juvenile literature,Pictorial works,Picture books,Supermarkets,Warships",Billy N. Pope
/subjects/picture_books,picture books,subject,Your world: let's visit a ship,2,"Cargo ships,Juvenile literature,Picture books,Ships",Billy N. Pope
/subjects/picture_books,picture books,subject,Pat-a-cake,2,"Nursery rhymes,Children's poetry,Picture books for children,Picture books,Accessible book,Protected DAISY",Marilyn Janovitz
/subjects/picture_books,picture books,subject,Hey Diddle Diddle,2,"Nursery rhymes,Children's poetry,Picture books for children,Picture books",Marilyn Janovitz
/subjects/picture_books,picture books,subject,Hickory dickory dock,2,"Nursery rhymes,Children's poetry,Picture books for children,Picture books,Accessible book,Protected DAISY",Marilyn Janovitz
/subjects/picture_books,picture books,subject,Duck and his friends,2,"English literature: poetry texts & anthologies,Fiction,Picture books","Jenny Tyler, Philip Hawthorn, Stephen Cartwright"
/subjects/picture_books,picture books,subject,A cowboy can,2,"Cowboys,Picture books",Beth Clure
/subjects/picture_books,picture books,subject,What does the sun do?,2,"Juvenile literature,Picture books",Jean Brown Kinney
/subjects/picture_books,picture books,subject,"Drip, Drop",2,"Reading level-Grade K,easy reader,juvenile literature,mice,picture books,Children's fiction,Accessible book,Protected DAISY",Sarah Weeks
/subjects/picture_books,picture books,subject,The impossible patriotism project,2,"Fiction,Patriotism,Presidents' Day,Schools,President's Day,Picture books,Creativity,Juvenile fiction,Children of military personnel,Father-separated children,Boys,School projects,Soldiers,Holidays,Creativity in children,Accessible book,Protected DAISY",Linda Skeers
/subjects/picture_books,picture books,subject,Fletcher and the springtime blossoms,2,"Fiction,Flowers,Forest animals,Foxes,Spring,Juvenile fiction,Picture books,Children's fiction,Foxes, fiction,Animals, fiction,Flowers, fiction,Spring, fiction,Accessible book,Protected DAISY",Julia Rawlinson
/subjects/picture_books,picture books,subject,Sam helps out,2,"Picture books,Picture books for children",Keith Faulkner
/subjects/picture_books,picture books,subject,Sam at the seaside,2,"Picture books,Picture books for children",Keith Faulkner
/subjects/picture_books,picture books,subject,I Picked a Flower,2,"Flowers,Juvenile literature,Flowers, juvenile literature,Picture books",Sharon Lerner
/subjects/picture_books,picture books,subject,Where in the World?,2,"Art appreciation,Juvenile literature,Picture books,Art, juvenile literature,Accessible book,Protected DAISY",Bob Raczka
/subjects/picture_books,picture books,subject,Aggie the brave,2,"Veterinary medicine,Pictorial works,Children's stories,Juvenile fiction,Dogs,Spaying,Fiction,Children's fiction,Short stories,Dogs, fiction,Veterinary medicine, fiction,Picture books,Accessible book,Protected DAISY",Lori Ries
/subjects/picture_books,picture books,subject,"Equal, shmequal",2,"Equations,Fiction,Forest animals,Mathematics,Picture books,Bears,Juvenile fiction,Problem solving,Fairness,Children's fiction,Animals, fiction,Accessible book,Protected DAISY",Virginia L. Kroll
/subjects/picture_books,picture books,subject,Studies in Aggadah and folk-literature,2,"Addresses, essays, lectures,Aggada,Folk literature,History and criticism,Jewish folk literature,Jews,Circus,Picture books,Aggadah,Histoire et critique,Littérature populaire juive,11.21 Jewish religious literature,Haggadah,Pictorial works",Joseph Heinemann
/subjects/picture_books,picture books,subject,Lighting a Lamp,2,"Picture books,Juvenile literature,Hinduism,Divali,Fasts and feasts,Customs and practices,Fiction,Children's fiction,Festivals, fiction,Holidays, fiction,Family, fiction,Accessible book,Protected DAISY",Jonny Zucker
/subjects/picture_books,picture books,subject,Red Butterfly,2,"Fiction,Silkworms,Princesses,Juvenile fiction,Children's fiction,Princesses, fiction,Worms, fiction,China, fiction,Picture books",Deborah Noyes
/subjects/picture_books,picture books,subject,Kai's Journey To Gold Mountain,2,"Chinese Americans,Juvenile fiction,Immigrants,Fiction,Emigration and immigration,History,Picture books,Historical fiction,Immigration and emigration,Accessible book,Protected DAISY",Katrina Saltonstall Currier
/subjects/picture_books,picture books,subject,Tightrope Poppy the High-Wire Pig,2,"Acrobats,Pigs,Juvenile Fiction,Circus,Fiction,Stories in rhyme,Determination (Personality trait),Picture books,Tightrope walking,Swine,Circus performers,Piglets,Determination in children,Juvenile fiction,Persistance,Trapeze and high-wire performers,Ambition,Accessible book,Protected DAISY",Sudipta Bardhan-Quallen
/subjects/picture_books,picture books,subject,Shaun and the cart-horse,2,Picture books,Charles Keeping
/subjects/picture_books,picture books,subject,Joseph's Yard,2,"Flowers,Picture books,Fiction",Charles Keeping
/subjects/picture_books,picture books,subject,"William, the Vehicle King",2,"Picture books for children,Picture books",Laura P. Newton
/subjects/picture_books,picture books,subject,To Bathe a Boa,2,"Fiction,Stories in rhyme,Snakes as pets,Boa constrictor,Baths,Picture books,Children's fiction,Snakes, fiction,Accessible book,Protected DAISY",C. Imbior Kudrna
/subjects/picture_books,picture books,subject,"Falter, Blumen, Tiere und ich",2,"Animals,Garden animals,Gardens,Juvenile literature,Pictorial works,Children's fiction,Gardening, fiction,Picture books,Picture books for children",Ermanno Cristini
/subjects/picture_books,picture books,subject,The mysterious Zetabet,2,"Alphabet,Humorous stories,Juvenile fiction,picture books,chapter books,Accessible book,Protected DAISY",Scott Corbett
/subjects/picture_books,picture books,subject,The making of a picture book,2,"Picture books,Juvenile literature,Children's stories,Authorship,Picture books for children,Accessible book,Protected DAISY",Rodney Martin
/subjects/picture_books,picture books,subject,"Oh Lord, I wish I was a buzzard",2,"Mississippi,Picture books,Juvenile fiction,Family life,Fiction,Cotton picking,African Americans,Accessible book,Protected DAISY",Polly Greenberg
/subjects/picture_books,picture books,subject,A busy day,2,"Picture books,Vocabulary,Juvenile literature,Picture books for children,English language,Synonyms and antonyms,General,Children's 4-8,English fiction Children's stories,English language Reading books,Accessible book,Protected DAISY",John Grace
/subjects/picture_books,picture books,subject,I Am a Bunny,2,"Juvenile literature,Seasons,Rabbits,Picture books,Fiction,Accessible book,Protected DAISY",Ole Risom
/subjects/picture_books,picture books,subject,Ben's Book,2,"Books and reading, fiction,Picture books,Children's fiction,Brothers and sisters, fiction,Birthdays, fiction,Sharing, fiction",Nanette Newman
/subjects/picture_books,picture books,subject,Face to face with frogs,2,"Frogs,Picture books,Children: Grades 1-2,Frogs, juvenile literature,Accessible book,Protected DAISY",Mark W. Moffett
/subjects/picture_books,picture books,subject,By Camel or by Car,2,"Juvenile literature,Transportation,Picture books,Children's fiction,Accessible book,Protected DAISY",Guy Billout
/subjects/picture_books,picture books,subject,The Peaceable Kingdom,2,"Museums,Peace,Animals,Fiction,Artists, designers, photographers,Picture books,Preschool Picture Story Books,Children's Books/Ages 4-8 Fiction,Children: Grades 1-2,General,Hicks, Edward","Ewa Zadrzynska, Ewa Zadrynska"
/subjects/picture_books,picture books,subject,Scruffy,2,"Picture books,Fiction","Tom Allen, Patsy Allen"
/subjects/picture_books,picture books,subject,Vietnamese word book,2,"English,Textbooks for foreign speakers,Vietnamese language,Literary & linguistic reference works,Picture books,Children's Books/All Ages,Language,General,Children's All Ages","Kim Anh Nguyẽ̂n-Phan, Kim-Anh Nguyen-Phan, Nguyen-Phan Kim-Anh"
/subjects/picture_books,picture books,subject,Danny Is Afraid of the Dark (Nigel Snell Books),2,"Picture books,Accessible book,Protected DAISY",Nigel Snell
/subjects/picture_books,picture books,subject,"Miki, the book of Maud and Miska Petersham",2,Picture books,Maud Fuller Petersham
/subjects/picture_books,picture books,subject,"My Uncle Is a Hunkle, Says Clarice Bean",2,"Clarice Bean (Fictitious character),Humorous stories,Families,Picture books,Uncles,Juvenile fiction,Fiction,Babysitters,Pictorial works,Accessible book,Protected DAISY",Lauren Child
/subjects/picture_books,picture books,subject,Anansi and the moss-covered rock,2,"Legends,Folklore,Anansi (Legendary character),folktales,picture books,tricksters,african tales,juvenile literature,Folklore, africa,Folklore, africa, west,Accessible book,Protected DAISY",Eric A. Kimmel
/subjects/picture_books,picture books,subject,Separate ways,2,"Translations into English,Fiction,Picture books,Children's Books/Ages 9-12 Nonfiction,Children's 9-12 - Picturebooks,Sociology,Asian - General,Liao, Fu-bin,Jimi,Fiction, general","Jimi., Fu-Bin Liao, Jimmy Liao"
/subjects/picture_books,picture books,subject,"Beans Baker, number five",2,"Uniforms,Self-confidence,Picture books,Easy readers,Fiction,Baseball teams,Self-confidence in boys,Baseball,Baseball stories,Teamwork (Sports),Sports,Accessible book,Protected DAISY",Rich Torrey
/subjects/picture_books,picture books,subject,What is a grownup?,2,"Picture books,Poetry",Geraldine Richelson
/subjects/picture_books,picture books,subject,Crocodiles Say . . ,2,"Children's fiction,Crocodiles, fiction,Picture books",Robert Heidbreder
/subjects/picture_books,picture books,subject,Necklace of Stars,2,"Juvenile fiction,Juvenile literature,Indians of South America,Necklaces,Family,Livres d'images pour enfants,Geographical myths,JUVENILE FICTION / Fairy Tales & Folklore / Country & Ethnic,Mythes geographiques,Home,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Foyer,Children's fiction,Stars, fiction,Fantasy fiction,Picture books,Folklore,Accessible book,Protected DAISY",Veronika Martenova Charles
/subjects/picture_books,picture books,subject,Silly songs and sad,2,"Nonsense verses,Juvenile literature,Picture books",Ellen Raskin
/subjects/picture_books,picture books,subject,Pear tree farm,2,"Picture books,Nursery rhymes","Colin Maclean, Moira Maclean"
/subjects/picture_books,picture books,subject,In the Country,2,"Farm life, juvenile literature,Farm life,Children's fiction,Picture books",Benedict Blathwayt
/subjects/picture_books,picture books,subject,The twelve cats of Christmas,2,"Songs and music,Children's songs,Texts,Cats,Christmas music,Songs,picture books,children's books,juvenile literature,Accessible book,Protected DAISY",Kandy Radzinski
/subjects/picture_books,picture books,subject,Made in China,2,"Picture books,Riddles,Juvenile literature,Children's stories, Chinese,Technology,Fiction,Pictorial works,Juvenile fiction,Accessible book,Protected DAISY",Deborah Nash
/subjects/picture_books,picture books,subject,Don't look now,2,"Fiction,Brothers,Cooperativeness in fiction,Cooperativeness,Brothers in fiction,Monsters in fiction,Imagination in fiction,Imagination,Monsters,Juvenile fiction,Competition in boys,Pretending,Mischief in boys,Sibling rivalry,Picture books,Accessible book,Protected DAISY",Ed Briant
/subjects/picture_books,picture books,subject,Wow! City!,2,"Cities and towns,Juvenile fiction,City and town life,Fiction,Picture books,Children's fiction,Cities and towns, fiction,Juvenile literature",Robert Neubecker
/subjects/picture_books,picture books,subject,Kitten castle,2,"Animals,Picture books,Infancy,Kittens,Fiction,Shapes,Shape,Cats,Juvenile fiction,Children's fiction,Cats, fiction,Animals, infancy, fiction,Accessible book,Protected DAISY",Mel H. Friedman
/subjects/picture_books,picture books,subject,Pumpkin Fever,2,"Families,Picture books,Juvenile fiction,Family life,Fiction,Shapes,Shape,Jack-o-lanterns,Pumpkin,Accessible book,Protected DAISY",Charnan Simon
/subjects/picture_books,picture books,subject,Surprises,2,"Picture books,Picture books for children,Children's poetry,Poetry, collections",Lee B. Hopkins
/subjects/picture_books,picture books,subject,Math Fables,2,"Juvenile literature,Counting,Conduct of life,Math,Counting, juvenile literature,Counting books,Picture books,Accessible book,Protected DAISY",Greg Tang
/subjects/picture_books,picture books,subject,The Big Concrete Lorry (Tales from Trotter Street),2,"Building,Concrete mixers,Machinery,Picture books,Community life,Dwellings,Fiction,Accessible book,Protected DAISY",Shirley Hughes
/subjects/picture_books,picture books,subject,Through Georgia's eyes,2,"Biography,Juvenile literature,Painters,Picture books for children,Engelsk barn- och ungdomslitteratur,Biografi,Konstnarer,Artists,Women,Painters, united states,Painters, juvenile literature,Picture books,Accessible book,Protected DAISY",Rachel Rodriguez
/subjects/picture_books,picture books,subject,Uncle Andy's cats,2,"Fiction,Cats,Children's fiction,Cats, fiction,Juvenile fiction,Royal canadian mounted police, fiction,Rescue work, fiction,Picture books,Canada, fiction,Accessible book,Protected DAISY",James Warhola
/subjects/picture_books,picture books,subject,Snack Attack (Pokemon Reader #7),2,"Science fiction,Fantasy,Pokemon (Fictitious characters),Pokémon (Fictitious character),Fiction,Pokémon (Fictitious characters),Juvenile fiction,Picture books,Accessible book,Protected DAISY",Tracey West
/subjects/picture_books,picture books,subject,What Colour Is Love?,2,"Children's fiction,Love, fiction,Color, fiction,Romance fiction,Picture books,Elephants,Juvenile fiction,Fiction,Colors,Love,Animals,Pictorial works,Accessible book,Protected DAISY",Linda Strachan
/subjects/picture_books,picture books,subject,Rising above the storm clouds,2,"Conduct of life,Fiction,Forgiveness,Brothers and sisters,Picture books,Children: Grades 1-2,Juvenile Nonfiction,Children's Books/Ages 4-8 Nonfiction,Social Issues - Friendship,Social Issues - Emotions & Feelings,Siblings,Accessible book,Protected DAISY","Robert D. Enright, Kathryn Kunz Finney"
/subjects/picture_books,picture books,subject,The Hungry Farmer,2,"Juvenile fiction,Farmers,Picture books,Fiction,Accessible book,Protected DAISY",Michelle Wagner Nechaev
/subjects/picture_books,picture books,subject,Secrets and surprises,2,"Specimens,Toy and movable books,Fairy tales, folk tales, fables, magical tales & traditional stories,Picture books,Pop-up & lift-the-flap books,General,Children's 4-8 - Lift the Flap,Birthday parties,Birthdays,Fiction,Children: Grades 2-3","Emma Thomson, Helen Bailey"
/subjects/picture_books,picture books,subject,Max Spaniel,2,"Fiction,Humorous stories,Dogs,Diners (Restaurants),Picture books,Humorous fiction,Juvenile fiction,Accessible book,Protected DAISY",David Catrow
/subjects/picture_books,picture books,subject,Food Safety,2,"Safety measures,Safety,Picture books,Food adulteration and inspection,Safety education,Food handling,Juvenile literature,Accessible book,Protected DAISY",Sharon Gordon
/subjects/picture_books,picture books,subject,Animals,2,"Readers,Picture books,Animals,Children's All Ages - Animals/Pets","Geraldine Taylor, Ladybird Books, Taylor"
/subjects/picture_books,picture books,subject,Talkabout shopping,2,"Readers,Picture books,Consumer Behavior - General,Children's All Ages - Business / Economics","Geraldine Taylor, Taylor"
/subjects/picture_books,picture books,subject,What a Dog,2,"Fiction,Picture books,Dogs,Accessible book,Protected DAISY",Sharon Gordon
/subjects/picture_books,picture books,subject,Goldilocks and the three bears,2,"Bears,Folklore,Children's fiction,Fairy tales,Picture books,Bears, fiction,Three bears (Tale),Pictorial works,Juvenile fiction,Accessible book,Protected DAISY",Valeri Gorbachev
/subjects/picture_books,picture books,subject,Muslim Nursery Rhymes,2,"Poetry,Children's poetry,Nursery rhymes,Picture books",Mustafa Yusuf McDermott
/subjects/picture_books,picture books,subject,Picture Book Sans Frontières,2,"Picture books,Teaching,Aids and devices,Children's literature, European,Livres d'images pour enfants,Enseignement,Matériel didactique,Littérature de jeunesse européenne,Education, elementary,Accessible book,Protected DAISY",Penni Cotton
/subjects/picture_books,picture books,subject,"Mis Amigos, Los Animales (Talk Together)",2,"Children's fiction,Animals, fiction,Friendship, fiction,Picture books",Two-Can Editors
/subjects/picture_books,picture books,subject,Freckleface Strawberry and the dodgeball bully,2,"Bullies,Dodgeball,Fiction,Picture books,Bullying in schools,Juvenile fiction,Sports,nyt:picture-books=2009-05-24,New York Times bestseller,Accessible book,Protected DAISY",Julianne Moore
/subjects/picture_books,picture books,subject,Brian Banana Duck Sunshine Yellow,2,"Individuality,Nicknames,Grandparents,Juvenile fiction,Yellow,Boys,Identity,Identity (Psychology),Children's fiction,Ducks, fiction,Grandparents, fiction,Picture books,Accessible book,Protected DAISY",Chris McKimmie
/subjects/picture_books,picture books,subject,Touch and Feel Farm Animals,2,"Animal sounds,Picture books,Toy and movable books,Textured books,Board books,Domestic animals,Accessible book,Protected DAISY",Julie Aigner-Clark
/subjects/picture_books,picture books,subject,Looking for Loons,2,"Children: Grades 1-2,Children's fiction,Loons, fiction,Picture books,Accessible book,Protected DAISY",Jennifer Lloyd
/subjects/picture_books,picture books,subject,Princess Party,2,"Stories in rhyme,Princesses,Princesses in fiction,Fiction,Juvenile fiction,Picture books,Imagination,Accessible book,Protected DAISY",Joy Allen
/subjects/picture_books,picture books,subject,In the Land of Elves,2,"Children's fiction,Fairies, fiction,Seasons, fiction,Picture books",Daniela Drescher
/subjects/picture_books,picture books,subject,Dancing With the Cranes,2,"Indiens d'Amerique,Death,Grues (Oiseaux),Indians of North America,Spring,Juvenile fiction,Grands-meres,Grandmothers,Cranes (Birds),Livres d'images pour enfants,Mort,Printemps,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Children's fiction,Birds, fiction,Grandparents, fiction,Spring, fiction,Indians of north america, fiction,Picture books,Accessible book,Protected DAISY",Jeannette Armstrong
/subjects/picture_books,picture books,subject,Little Miss Naughty and the Good Fairy,2,"Fairies,Juvenile fiction,Fiction,Behavior,Picture books",Roger Hargreaves
/subjects/picture_books,picture books,subject,Wanda and the Wild Hair,2,"Children's fiction,Short stories,Picture books,Hair,Juvenile fiction,Picture books for children,Cheveux,Romans, nouvelles, etc. pour la jeunesse,Livres d'images pour enfants",Barbara Azore
/subjects/picture_books,picture books,subject,Wanda and the Frogs,2,"Livres d'images pour enfants,Tadpoles,Pets,Frogs,Juvenile fiction,Fiction,Tetards,Grenouilles,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Tadpoles, fiction,Frogs, fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Barbara Azore
/subjects/picture_books,picture books,subject,As Big As a Mountain,2,"Children's fiction,Size and shape, fiction,Picture books",Annabelle Hartmann
/subjects/picture_books,picture books,subject,Music in the Family,2,"Music,Picture books,Family,Fiction,Accessible book,Protected DAISY",Donna Renee Carter
/subjects/picture_books,picture books,subject,Splash & Squirt,2,"Children's fiction,Marine animals, juvenile literature,Seashore, fiction,Picture books",Molly Sage
/subjects/picture_books,picture books,subject,My Mum Is a Wonder,2,"Children's fiction,Mothers, fiction,Picture books",Michele Messaoudi
/subjects/picture_books,picture books,subject,Beachmoles and Bellvine (Blue Nose Island),2,"Dogs, fiction,Picture books,Children's fiction,Accessible book,Protected DAISY",Mick Inkpen
/subjects/picture_books,picture books,subject,The Christmas Star's Big Shine,2,"Christmas,Children's fiction,Picture books,Christian life, fiction",Alexa Tewkesbury
/subjects/picture_books,picture books,subject,Edward Lear's ABC,2,"Alphabet,Juvenile literature,English language,Picture books,Alphabet books,Accessible book,Protected DAISY",Edward Lear
/subjects/picture_books,picture books,subject,Over in the ocean,2,"Children's songs,Picture books,Sea stories,Fishes,Songs and music,Children's fiction,Fishes, fiction,Counting books",Marianne Collins Berkes
/subjects/picture_books,picture books,subject,Read About Ancient Egyptians,2,"mummies,Egyptian culture,Pyramids,Egyptians,juvenile literature,picture books,Children: Grades 1-2,Civilization,Juvenile literature,Accessible book,Protected DAISY",David Jay
/subjects/picture_books,picture books,subject,Toys,2,"Fiction,Picture books,Toymaking - General,Crafts / Hobbies,Toys,Accessible book,Protected DAISY","Peter Longden, Ladybird Books"
/subjects/picture_books,picture books,subject,Down at the Seaweed Cafe,2,"Livres d'images pour enfants,Art de conter,Picture books,Storytelling,Juvenile fiction,Marine animals,Seashore,Rivage,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Faune marine,Accessible book,Protected DAISY",Robert Perry
/subjects/picture_books,picture books,subject,With Love from Grandma,2,"Knitting,Juvenile fiction,Grandmothers,Fiction,Grandmothers in fiction,Knitting in fiction,Picture books,Accessible book,Protected DAISY",Harriet Ziefert
/subjects/picture_books,picture books,subject,Give thank you a try,2,"Gratitude,Fiction,Children's fiction,Manners and customs, fiction,Courtesy,Psychology, juvenile literature,Picture books",James Patterson
/subjects/picture_books,picture books,subject,Meteorite or meteor-wrong!,2,"Meteorites,School field trips,Rats,Juvenile fiction,Graphic novels,Science museums,Hedgehogs,Children's fiction,Picture books,Rats, fiction,Mystery and detective stories,Museums, fiction,Hedgehogs, fiction,Cartoons and comics",Trisha Speed Shaskan
/subjects/picture_books,picture books,subject,Rumble grumble ... hush,2,"Imagination,Play,Fiction,Stories in rhyme,Toys,Children's fiction,Picture books",Kate Banks
/subjects/picture_books,picture books,subject,Shaka rising,2,"Zulu (African people),Kings and rulers,Comic books, strips,History,Children's fiction,Picture books,Cartoons and comics",Luke W. Molver
/subjects/picture_books,picture books,subject,Water,2,"Water,Climatology,Juvenile literature,Ocean,Water, juvenile literature,Picture books",Seymour Simon
/subjects/picture_books,picture books,subject,Albert's tree,2,"Compassion,Crying,Bears,Juvenile fiction,Trees,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Jenni Desmond
/subjects/picture_books,picture books,subject,"Happy Easter, Tiny!",2,"Juvenile fiction,Easter eggs hunts,Easter Bunny,Dogs,Children's fiction,Picture books",Cari Meister
/subjects/picture_books,picture books,subject,My bed is an air balloon,2,"Imagination,Juvenile fiction,Bedtime,Dreams,Stories in rhyme,Children's fiction,Picture books",Julia Copus
/subjects/picture_books,picture books,subject,Storm,2,"Patience,Grandfathers,Kites,Grandparent and child,Juvenile fiction,Storms,Children's fiction,Picture books,Storms, fiction",Sam Usher
/subjects/picture_books,picture books,subject,Once upon a snowstorm,2,"Animals,Sleep,Juvenile fiction,Father and child,Friendship,Snow,Fiction,Children's fiction,Fathers and sons, fiction,Picture books,Storms, fiction",Richard Johnson
/subjects/picture_books,picture books,subject,Dad's camera,2,"Photographs,Grief,Memory,Juvenile fiction,Father and child,Alzheimer's disease,Children's fiction,Picture books,Alzheimer's disease, fiction,Grief, fiction,Father and child, fiction",Ross Watkins
/subjects/picture_books,picture books,subject,What do grown-ups do all day?,2,"Job descriptions,Juvenile literature,Vocational guidance,Careers,Occupations,Occupations, juvenile literature,Picture books",Virginie Morgand
/subjects/picture_books,picture books,subject,Take your octopus to school day,2,"Show-and-tell presentations,Octopuses,Schools,Juvenile fiction,Competition (Psychology),Fiction,Children's fiction,Picture books,Octopuses, fiction",Audrey Vernick
/subjects/picture_books,picture books,subject,Recordmania,2,"Curiosities and wonders,Juvenile literature,Curiosities and wonders, juvenile literature,Picture books",Emmanuelle Figueras
/subjects/picture_books,picture books,subject,Little Christmas tree,2,"Stories in rhyme,Forest animals,Forests and forestry,Christmas trees,Board books,Fiction,Children's fiction,Christmas, fiction,Picture books,Color, fiction,Toy and movable books",Jessica Courtney-Tickle
/subjects/picture_books,picture books,subject,Holiday Heroes save Christmas,2,"Leprechauns,Tooth Fairy (Legendary character),Juvenile fiction,Fiction,Easter Bunny,Witches,Heroes,Christmas,Santa Claus,Children's fiction,Picture books",Adam Wallace
/subjects/picture_books,picture books,subject,A dog called bear,2,"Fiction,Dogs,Pets,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY",Diane Fox
/subjects/picture_books,picture books,subject,Crazy Creature Capers (Crazy Creatures),2,"Picture books,Children's fiction,Adventure and adventurers, fiction",Hannah Reidy
/subjects/picture_books,picture books,subject,"My little pony, friendship is magic",2,"Ponies,Friendship,Comic books, strips,Children's fiction,Ponies, fiction,Magic, fiction,Friendship, fiction,Cartoons and comics,Picture books,Accessible book,Protected DAISY",Katie Cook
/subjects/picture_books,picture books,subject,The Flintstones,2,"Cave dwellers,Fiction,Humorous stories,Flintstones (Fictitious characters),Prehistoric peoples,Picture books,Accessible book,Protected DAISY",Wendy Larson
/subjects/picture_books,picture books,subject,Marigold's Wings,2,"Butterflies,Metamorphosis,Juvenile fiction,Pictorial works,Monarch butterfly,Caterpillars,Picture books,Insects,Fiction,Accessible book,Protected DAISY",Vlasta Van Kampen
/subjects/picture_books,picture books,subject,Sheep in a jeep,2,"Sheep,Stories in rhyme,Fiction,Juvenile fiction,Children's Books/Baby-Preschool,picture books,juvenile literature,Accessible book,Protected DAISY",Nancy E. Shaw
/subjects/picture_books,picture books,subject,Sindbad's Secret,2,"Children's fiction,Giants, fiction,Adventure and adventurers, fiction,Picture books,Fantasy fiction,Sindbad the Sailor (Legendary character),Juvenile literature,Arabs,Folklore",Ludmila Zeman
/subjects/picture_books,picture books,subject,Sindbad in the land of giants,2,"Folklore,Arabs,Fairy tales,Children's fiction,Picture books,Fantasy fiction",Ludmila Zeman
/subjects/picture_books,picture books,subject,Super slam turtles!,2,"Picture books,Turtles,Martial arts fiction,Fiction,Adventure fiction,Teenage Mutant Ninja Turtles (Fictitious charcacters),Superheroes,Adventure and adventurers,Accessible book,Protected DAISY",Jim Thomas
/subjects/picture_books,picture books,subject,Big Red Bath,2,"Stories in rhyme,Baths,Animals,Fiction,Child and youth fiction,Picture books,Children's fiction,Accessible book,Protected DAISY",Julia Jarman
/subjects/picture_books,picture books,subject,Canadian Fire Fighters (In My Neighbourhood),2,"Fire fighters,Fire extinction,Fire prevention,Picture books,Braille books,Accessible book,Protected DAISY",Paulette Bourgeois
/subjects/picture_books,picture books,subject,Little Red Riding Hood,2,"Little Red Riding Hood (Tale),Pictorial works,Juvenile fiction,Fairy tales,Folklore,Children's stories,Picture books,Accessible book,Protected DAISY",Heather Amery
/subjects/picture_books,picture books,subject,Hebrew,2,"Hebrew,Modern languages (ie other than English),Picture books","Heather Amery, Yaffa Haron, Stephen Cartwright"
/subjects/picture_books,picture books,subject,Matthew and Tall Rabbit go camping,2,"Rabbits,Picture Books,Camping,Fiction,Toys,Fear,Juvenile fiction,Children's fiction,Camping, fiction,Fear, fiction,Rabbits, fiction,Toys, fiction,Accessible book,Protected DAISY",Susan Meyer
/subjects/picture_books,picture books,subject,The duke who outlawed jelly beans,2,"Fairy tales,Gay parents,Children's stories, American,Juvenile fiction,Short stories,Fiction,Picture books,LGBTQ picture books,Lambda Literary Awards,Lambda Literary Award Winner,Accessible book,Protected DAISY",Johnny Valentine
/subjects/picture_books,picture books,subject,My messy room,2,"Stories in rhyme,Orderliness,Fiction,Juvenile fiction,Housekeeping,Animals,Picture books,Literary recreations,Accessible book,Protected DAISY",Mary Packard
/subjects/picture_books,picture books,subject,The Cheerios counting book,2,"Counting,Juvenile literature,Arithmetic,Picture books,Accessible book,Protected DAISY","Barbara Barbieri McGrath, Will Mcgrath, Barbara Mcgrath"
/subjects/picture_books,picture books,subject,Animals (Picture Reference),2,"Animals,Juvenile literature,Animals, juvenile literature,Picture books",Janine Amos
/subjects/picture_books,picture books,subject,Dave Loves Pigs,2,"Children's fiction,Picture books",Carlos Patino
/subjects/picture_books,picture books,subject,My Animal Friends (Talk Together),2,"Animals, juvenile literature,Animals,Picture books for children,Picture books",David Le Jars
/subjects/picture_books,picture books,subject,"One, Two, Red and Blue (Talk Together)",2,"Juvenile fiction,Vocabulary,Toy and movable books,Picture books for children,Picture books,Accessible book,Protected DAISY",David Le Jars
/subjects/picture_books,picture books,subject,"Hey, wait for me! I'm Amelia",2,"Picture books,City and town life,Fiction",Linda Glovach
/subjects/picture_books,picture books,subject,Creating picturebooks,2,"Publishing,Employees,Intervies,Picture books,Book industries and trade,Interviews,Accessible book,Protected DAISY",Kenneth A. Marantz
/subjects/picture_books,picture books,subject,Mum can fix it,2,"Automobiles,Black Families,Families, Black,Readers (Primary),Study and teaching (Primary),Time,Tires,Picture books,People & Places - General,Children's 4-8 - Fiction - General,Clocks and watches,Fiction,Tires, Rubber,African Americans,National Black Family Month,Accessible book,Protected DAISY","Verna Wilkins, Verna Allette Wilkins, Elaine Mills"
/subjects/picture_books,picture books,subject,"Jakob, der Storch",2,"Storks,Juvenile fiction,Fiction,Picture books for children,Picture books,Children's fiction,Storks, fiction,Accessible book,Protected DAISY",Ivan Gantschev
/subjects/picture_books,picture books,subject,"Bad dog, Andy",2,"Parodies, imitations,Humor,Dogs,Humour,Picture books,Form - Parodies,Day, Alexandra.,Parodies, imitations, etc,Dogs - Breeds,General,Day, Alexandra,Good dog, Carl,Form - Cartoons & Comics","Elvira, John Paragon, Cassandra Peterson"
/subjects/picture_books,picture books,subject,Oscar's Spots,2,"Fiction,Self-acceptance,Leopard,Magic,Leopard-Fiction,Self,Acceptance,Self-acceptance-Fiction,Self-perception,juvenile literature,picture books,Accessible book,Protected DAISY",Janet Robertson
